Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2018,Kootenai,ID,Passenger,0,1,1,207,208,0.48
September 30 2018,Latah,ID,Passenger,0,1,1,71,72,1.39
September 30 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
September 30 2018,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
September 30 2018,Cook,IL,Passenger,1,0,1,245,246,0.41
September 30 2018,DuPage,IL,Passenger,1,0,1,54,55,1.82
September 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20
September 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
September 30 2018,St. Clair,IL,Passenger,0,1,1,158,159,0.63
September 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
September 30 2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13
September 30 2018,Marion,IN,Passenger,1,0,1,118,119,0.84
September 30 2018,Hardin,KY,Passenger,0,1,1,122,123,0.81
September 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2018,Caddo,LA,Passenger,0,1,1,24,25,4
September 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50
September 30 2018,Middlesex,MA,Passenger,0,1,1,141,142,0.7
September 30 2018,Nantucket,MA,Passenger,1,0,1,4,5,20
September 30 2018,Norfolk,MA,Passenger,1,0,1,32,33,3.03
September 30 2018,Suffolk,MA,Passenger,0,1,1,46,47,2.13
September 30 2018,Anne Arundel,MD,Passenger,0,1,1,453,454,0.22
September 30 2018,Charles,MD,Passenger,0,1,1,82,83,1.2
September 30 2018,Frederick,MD,Passenger,0,1,1,91,92,1.09
September 30 2018,Howard,MD,Passenger,0,1,1,89,90,1.11
September 30 2018,Montgomery,MD,Passenger,1,0,1,290,291,0.34
September 30 2018,Prince George's,MD,Passenger,0,1,1,184,185,0.54
September 30 2018,St. Mary's,MD,Passenger,1,0,1,218,219,0.46
September 30 2018,Kent,MI,Passenger,0,1,1,28,29,3.45
September 30 2018,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
September 30 2018,Dakota,MN,Passenger,0,2,2,32,34,5.88
September 30 2018,Hennepin,MN,Passenger,1,0,1,110,111,0.9
September 30 2018,Ramsey,MN,Passenger,1,0,1,39,40,2.5
September 30 2018,Flathead,MT,Passenger,1,0,1,50,51,1.96
September 30 2018,Cumberland,NC,Passenger,0,1,1,538,539,0.19
September 30 2018,Mecklenburg,NC,Passenger,1,0,1,81,82,1.22
September 30 2018,Moore,NC,Passenger,0,1,1,192,193,0.52
September 30 2018,Douglas,NE,Passenger,0,1,1,69,70,1.43
September 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50
September 30 2018,Camden,NJ,Passenger,0,1,1,26,27,3.7
September 30 2018,Cape May,NJ,Passenger,0,1,1,22,23,4.35
September 30 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
September 30 2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
September 30 2018,Carson City,NV,Passenger,1,0,1,13,14,7.14
September 30 2018,Clark,NV,Passenger,1,2,3,724,727,0.41
September 30 2018,Washoe,NV,Passenger,1,0,1,101,102,0.98
September 30 2018,Jefferson,NY,Passenger,0,1,1,229,230,0.43
September 30 2018,Nassau,NY,Passenger,2,0,2,37,39,5.13
September 30 2018,Queens,NY,Passenger,1,0,1,63,64,1.56
September 30 2018,Saratoga,NY,Passenger,1,0,1,62,63,1.59
September 30 2018,Garfield,OK,Passenger,1,0,1,15,16,6.25
September 30 2018,Jackson,OK,Passenger,1,0,1,45,46,2.17
September 30 2018,Tulsa,OK,Passenger,1,1,2,47,49,4.08
September 30 2018,Clackamas,OR,Passenger,0,1,1,216,217,0.46
September 30 2018,Deschutes,OR,Passenger,2,0,2,156,158,1.27
September 30 2018,Douglas,OR,Passenger,1,0,1,48,49,2.04
September 30 2018,Klamath,OR,Passenger,1,0,1,31,32,3.12
September 30 2018,Lane,OR,Passenger,0,1,1,174,175,0.57
September 30 2018,Marion,OR,Passenger,1,0,1,119,120,0.83
September 30 2018,Multnomah,OR,Passenger,3,4,7,758,765,0.92
September 30 2018,Washington,OR,Passenger,0,1,1,448,449,0.22
September 30 2018,Allegheny,PA,Passenger,1,0,1,75,76,1.32
September 30 2018,Montgomery,PA,Passenger,2,0,2,31,33,6.06
September 30 2018,San Juan,PR,Passenger,0,1,1,4,5,20
September 30 2018,Newport,RI,Passenger,1,0,1,100,101,0.99
September 30 2018,Beaufort,SC,Passenger,1,0,1,37,38,2.63
September 30 2018,Charleston,SC,Passenger,1,0,1,127,128,0.78
September 30 2018,Richland,SC,Passenger,0,1,1,168,169,0.59
September 30 2018,Shelby,TN,Passenger,0,1,1,103,104,0.96
September 30 2018,Bexar,TX,Passenger,2,4,6,731,737,0.81
September 30 2018,Dallas,TX,Passenger,0,1,1,195,196,0.51
September 30 2018,El Paso,TX,Passenger,1,0,1,503,504,0.2
September 30 2018,Guadalupe,TX,Passenger,1,0,1,80,81,1.23
September 30 2018,Montgomery,TX,Passenger,2,0,2,56,58,3.45
September 30 2018,Nueces,TX,Passenger,1,1,2,89,91,2.2
September 30 2018,Tarrant,TX,Passenger,1,0,1,204,205,0.49
September 30 2018,Williamson,TX,Passenger,0,1,1,158,159,0.63
September 30 2018,Utah,UT,Passenger,0,1,1,136,137,0.73
September 30 2018,Arlington,VA,Passenger,1,1,2,168,170,1.18
September 30 2018,Fairfax,VA,Passenger,2,2,4,817,821,0.49
September 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10
September 30 2018,Norfolk,VA,Passenger,2,2,4,338,342,1.17
September 30 2018,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
September 30 2018,Prince George,VA,Passenger,0,1,1,72,73,1.37
September 30 2018,Prince William,VA,Passenger,0,4,4,258,262,1.53
September 30 2018,Virginia Beach,VA,Passenger,2,1,3,690,693,0.43
September 30 2018,Adams,WA,Passenger,5,5,10,12683,12693,0.08
September 30 2018,Adams,WA,Truck,0,0,0,5159,5159,0
September 30 2018,Asotin,WA,Passenger,11,8,19,12679,12698,0.15
September 30 2018,Asotin,WA,Truck,0,0,0,6631,6631,0
September 30 2018,Benton,WA,Truck,0,0,0,41347,41347,0
September 30 2018,Benton,WA,Passenger,188,209,397,132458,132855,0.3
September 30 2018,Chelan,WA,Truck,0,0,0,22031,22031,0
September 30 2018,Chelan,WA,Passenger,117,58,175,53809,53984,0.32
September 30 2018,Clallam,WA,Passenger,129,122,251,50185,50436,0.5
September 30 2018,Clallam,WA,Truck,0,0,0,21492,21492,0
September 30 2018,Clark,WA,Passenger,1089,786,1875,309748,311623,0.6
September 30 2018,Clark,WA,Truck,0,0,0,79370,79370,0
September 30 2018,Columbia,WA,Truck,0,0,0,1522,1522,0
September 30 2018,Columbia,WA,Passenger,2,2,4,2429,2433,0.16
September 30 2018,Cowlitz,WA,Passenger,63,85,148,72028,72176,0.21
September 30 2018,Cowlitz,WA,Truck,0,0,0,28608,28608,0
September 30 2018,Douglas,WA,Passenger,48,33,81,27850,27931,0.29
September 30 2018,Douglas,WA,Truck,0,0,0,12012,12012,0
September 30 2018,Ferry,WA,Truck,0,0,0,3562,3562,0
September 30 2018,Ferry,WA,Passenger,2,2,4,4408,4412,0.09
September 30 2018,Franklin,WA,Passenger,37,65,102,58516,58618,0.17
September 30 2018,Franklin,WA,Truck,0,0,0,18877,18877,0
September 30 2018,Garfield,WA,Passenger,1,1,2,1320,1322,0.15
September 30 2018,Garfield,WA,Truck,0,0,0,967,967,0
September 30 2018,Grant,WA,Truck,0,0,0,26068,26068,0
September 30 2018,Grant,WA,Passenger,33,50,83,63782,63865,0.13
September 30 2018,Grays Harbor,WA,Truck,0,0,0,20299,20299,0
September 30 2018,Grays Harbor,WA,Passenger,55,65,120,47160,47280,0.25
September 30 2018,Island,WA,Passenger,227,208,435,62895,63330,0.69
September 30 2018,Island,WA,Truck,0,0,0,21102,21102,0
September 30 2018,Jefferson,WA,Truck,0,0,0,9649,9649,0
September 30 2018,Jefferson,WA,Passenger,153,99,252,24700,24952,1.01
September 30 2018,King,WA,Truck,7,1,8,182913,182921,0
September 30 2018,King,WA,Passenger,14210,6082,20292,1374357,1394649,1.45
September 30 2018,Kitsap,WA,Passenger,841,502,1343,179506,180849,0.74
September 30 2018,Kitsap,WA,Truck,1,0,1,53563,53564,0
September 30 2018,Kittitas,WA,Truck,0,0,0,14106,14106,0
September 30 2018,Kittitas,WA,Passenger,55,36,91,29206,29297,0.31
September 30 2018,Klickitat,WA,Truck,0,0,0,8141,8141,0
September 30 2018,Klickitat,WA,Passenger,24,32,56,15361,15417,0.36
September 30 2018,Lewis,WA,Passenger,84,66,150,57936,58086,0.26
September 30 2018,Lewis,WA,Truck,0,0,0,25572,25572,0
September 30 2018,Lincoln,WA,Truck,0,0,0,4580,4580,0
September 30 2018,Lincoln,WA,Passenger,2,6,8,7752,7760,0.1
September 30 2018,Mason,WA,Passenger,94,97,191,46192,46383,0.41
September 30 2018,Mason,WA,Truck,0,0,0,20086,20086,0
September 30 2018,Okanogan,WA,Truck,0,0,0,16499,16499,0
September 30 2018,Okanogan,WA,Passenger,10,20,30,26058,26088,0.11
September 30 2018,Pacific,WA,Truck,0,0,0,7633,7633,0
September 30 2018,Pacific,WA,Passenger,18,22,40,15739,15779,0.25
September 30 2018,Pend Oreille,WA,Passenger,5,5,10,9591,9601,0.1
September 30 2018,Pend Oreille,WA,Truck,0,0,0,5744,5744,0
September 30 2018,Pierce,WA,Passenger,1326,1267,2593,535732,538325,0.48
September 30 2018,Pierce,WA,Truck,0,0,0,138485,138485,0
September 30 2018,San Juan,WA,Passenger,161,68,229,14185,14414,1.59
September 30 2018,San Juan,WA,Truck,0,0,0,5765,5765,0
September 30 2018,Skagit,WA,Passenger,222,176,398,90884,91282,0.44
September 30 2018,Skagit,WA,Truck,1,0,1,32269,32270,0
September 30 2018,Skamania,WA,Passenger,15,11,26,8711,8737,0.3
September 30 2018,Skamania,WA,Truck,0,0,0,3966,3966,0
September 30 2018,Snohomish,WA,Passenger,2515,1333,3848,524665,528513,0.73
September 30 2018,Snohomish,WA,Truck,1,0,1,121788,121789,0
September 30 2018,Spokane,WA,Passenger,358,342,700,305207,305907,0.23
September 30 2018,Spokane,WA,Truck,1,0,1,93206,93207,0
September 30 2018,Stevens,WA,Passenger,13,27,40,31697,31737,0.13
September 30 2018,Stevens,WA,Truck,0,0,0,18676,18676,0
September 30 2018,Thurston,WA,Passenger,621,528,1149,194674,195823,0.59
September 30 2018,Thurston,WA,Truck,0,0,0,54642,54642,0
September 30 2018,Wahkiakum,WA,Truck,0,0,0,1693,1693,0
September 30 2018,Wahkiakum,WA,Passenger,1,1,2,2980,2982,0.07
September 30 2018,Walla Walla,WA,Passenger,36,50,86,35941,36027,0.24
September 30 2018,Walla Walla,WA,Truck,0,0,0,13495,13495,0
September 30 2018,Whatcom,WA,Passenger,668,335,1003,148534,149537,0.67
September 30 2018,Whatcom,WA,Truck,2,0,2,42437,42439,0
September 30 2018,Whitman,WA,Truck,0,0,0,8518,8518,0
September 30 2018,Whitman,WA,Passenger,20,32,52,22700,22752,0.23
September 30 2018,Yakima,WA,Passenger,67,93,160,164264,164424,0.1
September 30 2018,Yakima,WA,Truck,0,0,0,58694,58694,0
September 30 2018,,,Passenger,2,1,3,395,398,0.75
October 31 2018,Juneau,AK,Passenger,0,1,1,43,44,2.27
October 31 2018,Dale,AL,Passenger,0,1,1,61,62,1.61
October 31 2018,Lee,AL,Passenger,1,0,1,35,36,2.78
October 31 2018,Cochise,AZ,Passenger,0,1,1,126,127,0.79
October 31 2018,Maricopa,AZ,Passenger,3,2,5,1497,1502,0.33
October 31 2018,Pima,AZ,Passenger,0,1,1,403,404,0.25
October 31 2018,Pinal,AZ,Passenger,2,0,2,194,196,1.02
October 31 2018,Alameda,CA,Passenger,0,2,2,329,331,0.6
October 31 2018,Contra Costa,CA,Passenger,0,1,1,435,436,0.23
October 31 2018,Fresno,CA,Passenger,1,0,1,185,186,0.54
October 31 2018,Los Angeles,CA,Passenger,5,5,10,1122,1132,0.88
October 31 2018,Monterey,CA,Passenger,0,2,2,196,198,1.01
October 31 2018,Orange,CA,Passenger,5,1,6,548,554,1.08
October 31 2018,Riverside,CA,Passenger,1,2,3,670,673,0.45
October 31 2018,San Diego,CA,Passenger,8,2,10,2579,2589,0.39
October 31 2018,San Francisco,CA,Passenger,1,1,2,110,112,1.79
October 31 2018,San Mateo,CA,Passenger,1,1,2,128,130,1.54
October 31 2018,Santa Clara,CA,Passenger,8,0,8,372,380,2.11
October 31 2018,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
October 31 2018,Shasta,CA,Passenger,1,0,1,44,45,2.22
October 31 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
October 31 2018,Ventura,CA,Passenger,0,2,2,312,314,0.64
October 31 2018,Denver,CO,Passenger,1,0,1,124,125,0.8
October 31 2018,El Paso,CO,Passenger,3,1,4,758,762,0.52
October 31 2018,Jefferson,CO,Passenger,0,1,1,64,65,1.54
October 31 2018,Larimer,CO,Passenger,1,0,1,60,61,1.64
October 31 2018,New Haven,CT,Passenger,0,1,1,46,47,2.13
October 31 2018,New London,CT,Passenger,0,1,1,262,263,0.38
October 31 2018,District of Columbia,DC,Passenger,0,3,3,191,194,1.55
October 31 2018,Brevard,FL,Passenger,0,1,1,87,88,1.14
October 31 2018,Broward,FL,Passenger,1,1,2,130,132,1.52
October 31 2018,Clay,FL,Passenger,0,1,1,89,90,1.11
October 31 2018,Duval,FL,Passenger,1,2,3,379,382,0.79
October 31 2018,Manatee,FL,Passenger,1,0,1,39,40,2.5
October 31 2018,Orange,FL,Passenger,2,1,3,164,167,1.8
October 31 2018,Palm Beach,FL,Passenger,0,1,1,81,82,1.22
October 31 2018,Polk,FL,Passenger,1,0,1,63,64,1.56
October 31 2018,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
October 31 2018,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
October 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2018,Volusia,FL,Passenger,0,1,1,35,36,2.78
October 31 2018,DeKalb,GA,Passenger,1,0,1,77,78,1.28
October 31 2018,Fulton,GA,Passenger,1,2,3,102,105,2.86
October 31 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
October 31 2018,Houston,GA,Passenger,1,0,1,55,56,1.79
October 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
October 31 2018,Richmond,GA,Passenger,0,1,1,98,99,1.01
October 31 2018,Honolulu,HI,Passenger,1,1,2,512,514,0.39
October 31 2018,Maui,HI,Passenger,1,0,1,52,53,1.89
October 31 2018,Ada,ID,Passenger,0,2,2,305,307,0.65
October 31 2018,Kootenai,ID,Passenger,1,1,2,208,210,0.95
October 31 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
October 31 2018,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
October 31 2018,Cook,IL,Passenger,1,0,1,240,241,0.41
October 31 2018,DuPage,IL,Passenger,1,0,1,54,55,1.82
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25
October 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
October 31 2018,St. Clair,IL,Passenger,0,1,1,162,163,0.61
October 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
October 31 2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13
October 31 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
October 31 2018,Hardin,KY,Passenger,0,1,1,117,118,0.85
October 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
October 31 2018,Caddo,LA,Passenger,0,1,1,25,26,3.85
October 31 2018,Franklin,MA,Passenger,0,1,1,1,2,50
October 31 2018,Middlesex,MA,Passenger,0,1,1,140,141,0.71
October 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20
October 31 2018,Norfolk,MA,Passenger,1,0,1,32,33,3.03
October 31 2018,Suffolk,MA,Passenger,0,1,1,46,47,2.13
October 31 2018,Anne Arundel,MD,Passenger,0,1,1,453,454,0.22
October 31 2018,Charles,MD,Passenger,0,1,1,81,82,1.22
October 31 2018,Frederick,MD,Passenger,0,1,1,87,88,1.14
October 31 2018,Howard,MD,Passenger,0,1,1,89,90,1.11
October 31 2018,Montgomery,MD,Passenger,1,0,1,286,287,0.35
October 31 2018,Prince George's,MD,Passenger,0,1,1,184,185,0.54
October 31 2018,St. Mary's,MD,Passenger,1,0,1,220,221,0.45
October 31 2018,Kent,MI,Passenger,0,1,1,26,27,3.7
October 31 2018,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
October 31 2018,Dakota,MN,Passenger,0,2,2,32,34,5.88
October 31 2018,Hennepin,MN,Passenger,2,0,2,112,114,1.75
October 31 2018,Ramsey,MN,Passenger,1,0,1,39,40,2.5
October 31 2018,Flathead,MT,Passenger,1,0,1,52,53,1.89
October 31 2018,Cumberland,NC,Passenger,0,1,1,535,536,0.19
October 31 2018,Mecklenburg,NC,Passenger,1,0,1,80,81,1.23
October 31 2018,Moore,NC,Passenger,0,1,1,193,194,0.52
October 31 2018,Randolph,NC,Passenger,1,0,1,6,7,14.29
October 31 2018,Douglas,NE,Passenger,0,1,1,69,70,1.43
October 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50
October 31 2018,Camden,NJ,Passenger,0,1,1,26,27,3.7
October 31 2018,Cape May,NJ,Passenger,0,1,1,21,22,4.55
October 31 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
October 31 2018,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
October 31 2018,Valencia,NM,Passenger,1,0,1,9,10,10
October 31 2018,Carson City,NV,Passenger,1,0,1,13,14,7.14
October 31 2018,Clark,NV,Passenger,2,2,4,721,725,0.55
October 31 2018,Washoe,NV,Passenger,1,0,1,99,100,1
October 31 2018,Jefferson,NY,Passenger,0,1,1,227,228,0.44
October 31 2018,Nassau,NY,Passenger,3,0,3,36,39,7.69
October 31 2018,Saratoga,NY,Passenger,1,0,1,60,61,1.64
October 31 2018,Garfield,OK,Passenger,1,0,1,14,15,6.67
October 31 2018,Jackson,OK,Passenger,1,0,1,47,48,2.08
October 31 2018,Rogers,OK,Passenger,1,0,1,6,7,14.29
October 31 2018,Tulsa,OK,Passenger,1,1,2,46,48,4.17
October 31 2018,Clackamas,OR,Passenger,0,1,1,213,214,0.47
October 31 2018,Deschutes,OR,Passenger,2,0,2,155,157,1.27
October 31 2018,Douglas,OR,Passenger,1,0,1,47,48,2.08
October 31 2018,Klamath,OR,Passenger,1,0,1,30,31,3.23
October 31 2018,Lane,OR,Passenger,0,1,1,171,172,0.58
October 31 2018,Marion,OR,Passenger,1,0,1,118,119,0.84
October 31 2018,Multnomah,OR,Passenger,3,4,7,742,749,0.93
October 31 2018,Washington,OR,Passenger,0,1,1,454,455,0.22
October 31 2018,Allegheny,PA,Passenger,1,0,1,78,79,1.27
October 31 2018,Montgomery,PA,Passenger,2,0,2,31,33,6.06
October 31 2018,San Juan,PR,Passenger,0,1,1,4,5,20
October 31 2018,Newport,RI,Passenger,1,0,1,102,103,0.97
October 31 2018,Beaufort,SC,Passenger,1,0,1,35,36,2.78
October 31 2018,Charleston,SC,Passenger,1,0,1,126,127,0.79
October 31 2018,Richland,SC,Passenger,0,1,1,167,168,0.6
October 31 2018,Shelby,TN,Passenger,0,1,1,103,104,0.96
October 31 2018,Bexar,TX,Passenger,2,4,6,730,736,0.82
October 31 2018,Dallas,TX,Passenger,0,1,1,196,197,0.51
October 31 2018,El Paso,TX,Passenger,1,0,1,506,507,0.2
October 31 2018,Guadalupe,TX,Passenger,1,0,1,77,78,1.28
October 31 2018,Montgomery,TX,Passenger,2,0,2,56,58,3.45
October 31 2018,Nueces,TX,Passenger,1,1,2,91,93,2.15
October 31 2018,Tarrant,TX,Passenger,1,0,1,198,199,0.5
October 31 2018,Williamson,TX,Passenger,0,1,1,155,156,0.64
October 31 2018,Utah,UT,Passenger,0,1,1,135,136,0.74
October 31 2018,Albemarle,VA,Passenger,1,0,1,29,30,3.33
October 31 2018,Arlington,VA,Passenger,1,1,2,164,166,1.2
October 31 2018,Fairfax,VA,Passenger,1,2,3,817,820,0.37
October 31 2018,Manassas,VA,Passenger,0,1,1,9,10,10
October 31 2018,Norfolk,VA,Passenger,2,2,4,343,347,1.15
October 31 2018,Portsmouth,VA,Passenger,0,1,1,69,70,1.43
October 31 2018,Prince George,VA,Passenger,0,1,1,74,75,1.33
October 31 2018,Prince William,VA,Passenger,0,4,4,256,260,1.54
October 31 2018,Virginia Beach,VA,Passenger,2,1,3,689,692,0.43
October 31 2018,Adams,WA,Truck,0,0,0,5152,5152,0
October 31 2018,Adams,WA,Passenger,5,5,10,12721,12731,0.08
October 31 2018,Asotin,WA,Passenger,12,9,21,12716,12737,0.16
October 31 2018,Asotin,WA,Truck,0,0,0,6636,6636,0
October 31 2018,Benton,WA,Truck,0,0,0,41427,41427,0
October 31 2018,Benton,WA,Passenger,192,217,409,132601,133010,0.31
October 31 2018,Chelan,WA,Passenger,126,58,184,53937,54121,0.34
October 31 2018,Chelan,WA,Truck,0,0,0,22062,22062,0
October 31 2018,Clallam,WA,Passenger,136,119,255,50321,50576,0.5
October 31 2018,Clallam,WA,Truck,0,0,0,21569,21569,0
October 31 2018,Clark,WA,Truck,0,0,0,79583,79583,0
October 31 2018,Clark,WA,Passenger,1149,816,1965,310451,312416,0.63
October 31 2018,Columbia,WA,Truck,0,0,0,1519,1519,0
October 31 2018,Columbia,WA,Passenger,2,2,4,2432,2436,0.16
October 31 2018,Cowlitz,WA,Passenger,69,86,155,72158,72313,0.21
October 31 2018,Cowlitz,WA,Truck,0,0,0,28674,28674,0
October 31 2018,Douglas,WA,Passenger,47,33,80,27896,27976,0.29
October 31 2018,Douglas,WA,Truck,0,0,0,12077,12077,0
October 31 2018,Ferry,WA,Truck,0,0,0,3568,3568,0
October 31 2018,Ferry,WA,Passenger,3,2,5,4408,4413,0.11
October 31 2018,Franklin,WA,Passenger,35,66,101,58756,58857,0.17
October 31 2018,Franklin,WA,Truck,0,0,0,18953,18953,0
October 31 2018,Garfield,WA,Passenger,1,1,2,1330,1332,0.15
October 31 2018,Garfield,WA,Truck,0,0,0,961,961,0
October 31 2018,Grant,WA,Passenger,32,50,82,63934,64016,0.13
October 31 2018,Grant,WA,Truck,0,0,0,26086,26086,0
October 31 2018,Grays Harbor,WA,Passenger,60,66,126,47272,47398,0.27
October 31 2018,Grays Harbor,WA,Truck,0,0,0,20279,20279,0
October 31 2018,Island,WA,Passenger,244,216,460,63075,63535,0.72
October 31 2018,Island,WA,Truck,0,0,0,21130,21130,0
October 31 2018,Jefferson,WA,Passenger,163,101,264,24789,25053,1.05
October 31 2018,Jefferson,WA,Truck,0,0,0,9616,9616,0
October 31 2018,King,WA,Truck,7,1,8,182877,182885,0
October 31 2018,King,WA,Passenger,15041,6225,21266,1376705,1397971,1.52
October 31 2018,Kitsap,WA,Passenger,880,510,1390,179978,181368,0.77
October 31 2018,Kitsap,WA,Truck,1,0,1,53647,53648,0
October 31 2018,Kittitas,WA,Truck,0,0,0,14128,14128,0
October 31 2018,Kittitas,WA,Passenger,57,35,92,29285,29377,0.31
October 31 2018,Klickitat,WA,Passenger,24,32,56,15388,15444,0.36
October 31 2018,Klickitat,WA,Truck,0,0,0,8158,8158,0
October 31 2018,Lewis,WA,Truck,0,0,0,25614,25614,0
October 31 2018,Lewis,WA,Passenger,88,70,158,58043,58201,0.27
October 31 2018,Lincoln,WA,Truck,0,0,0,4608,4608,0
October 31 2018,Lincoln,WA,Passenger,2,6,8,7744,7752,0.1
October 31 2018,Mason,WA,Truck,0,0,0,20170,20170,0
October 31 2018,Mason,WA,Passenger,101,105,206,46362,46568,0.44
October 31 2018,Okanogan,WA,Truck,0,0,0,16502,16502,0
October 31 2018,Okanogan,WA,Passenger,15,21,36,26109,26145,0.14
October 31 2018,Pacific,WA,Passenger,19,23,42,15771,15813,0.27
October 31 2018,Pacific,WA,Truck,0,0,0,7631,7631,0
October 31 2018,Pend Oreille,WA,Passenger,6,5,11,9590,9601,0.11
October 31 2018,Pend Oreille,WA,Truck,0,0,0,5752,5752,0
October 31 2018,Pierce,WA,Passenger,1406,1305,2711,537329,540040,0.5
October 31 2018,Pierce,WA,Truck,0,0,0,138808,138808,0
October 31 2018,San Juan,WA,Passenger,169,69,238,14214,14452,1.65
October 31 2018,San Juan,WA,Truck,0,0,0,5791,5791,0
October 31 2018,Skagit,WA,Passenger,240,180,420,91037,91457,0.46
October 31 2018,Skagit,WA,Truck,1,0,1,32342,32343,0
October 31 2018,Skamania,WA,Passenger,18,12,30,8729,8759,0.34
October 31 2018,Skamania,WA,Truck,0,0,0,3982,3982,0
October 31 2018,Snohomish,WA,Truck,1,0,1,121874,121875,0
October 31 2018,Snohomish,WA,Passenger,2636,1382,4018,526061,530079,0.76
October 31 2018,Spokane,WA,Passenger,382,350,732,306265,306997,0.24
October 31 2018,Spokane,WA,Truck,1,0,1,93452,93453,0
October 31 2018,Stevens,WA,Passenger,14,28,42,31807,31849,0.13
October 31 2018,Stevens,WA,Truck,0,0,0,18718,18718,0
October 31 2018,Thurston,WA,Passenger,663,553,1216,195145,196361,0.62
October 31 2018,Thurston,WA,Truck,0,0,0,54805,54805,0
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1703,1703,0
October 31 2018,Wahkiakum,WA,Passenger,1,1,2,2984,2986,0.07
October 31 2018,Walla Walla,WA,Truck,0,0,0,13510,13510,0
October 31 2018,Walla Walla,WA,Passenger,36,50,86,36011,36097,0.24
October 31 2018,Whatcom,WA,Passenger,702,341,1043,148838,149881,0.7
October 31 2018,Whatcom,WA,Truck,2,0,2,42560,42562,0
October 31 2018,Whitman,WA,Truck,0,0,0,8533,8533,0
October 31 2018,Whitman,WA,Passenger,19,33,52,22756,22808,0.23
October 31 2018,Yakima,WA,Truck,0,0,0,58761,58761,0
October 31 2018,Yakima,WA,Passenger,71,96,167,164445,164612,0.1
October 31 2018,,,Passenger,3,1,4,395,399,1
November 30 2018,Juneau,AK,Passenger,0,1,1,43,44,2.27
November 30 2018,Dale,AL,Passenger,0,1,1,60,61,1.64
November 30 2018,Lee,AL,Passenger,1,0,1,35,36,2.78
November 30 2018,Cochise,AZ,Passenger,0,1,1,124,125,0.8
November 30 2018,Maricopa,AZ,Passenger,3,3,6,1472,1478,0.41
November 30 2018,Pima,AZ,Passenger,0,1,1,397,398,0.25
November 30 2018,Pinal,AZ,Passenger,2,0,2,191,193,1.04
November 30 2018,Alameda,CA,Passenger,0,2,2,323,325,0.62
November 30 2018,Contra Costa,CA,Passenger,0,1,1,431,432,0.23
November 30 2018,Fresno,CA,Passenger,1,0,1,190,191,0.52
November 30 2018,Los Angeles,CA,Passenger,6,5,11,1114,1125,0.98
November 30 2018,Monterey,CA,Passenger,0,2,2,196,198,1.01
November 30 2018,Orange,CA,Passenger,5,2,7,545,552,1.27
November 30 2018,Riverside,CA,Passenger,1,2,3,674,677,0.44
November 30 2018,San Diego,CA,Passenger,8,2,10,2586,2596,0.39
November 30 2018,San Francisco,CA,Passenger,2,1,3,114,117,2.56
November 30 2018,San Mateo,CA,Passenger,2,1,3,127,130,2.31
November 30 2018,Santa Clara,CA,Passenger,8,1,9,373,382,2.36
November 30 2018,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
November 30 2018,Shasta,CA,Passenger,1,0,1,43,44,2.27
November 30 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
November 30 2018,Ventura,CA,Passenger,0,2,2,317,319,0.63
